ID,Text,Translation
8186,"War, war never changes.",戰爭的本質從未改變過。
8187,Major powers declare war on one another - rockets are unavailable.,大國間互相宣戰 - 火箭無法使用
8188,The Last War: Supply Line Back,終戰：補給恢復
8189,"We have received some good news, for a change!",我們總算收到些好消息了！
8190,"Among the chaos on Earth, our sponsor hasn't forgotten about us. They tell us that bad PR is the least of their concerns right now and we can once again request supply rockets from them. However, all resources are very scarce on Earth and will remain unavailable for us.

<effect>Rockets from Earth are available once again. Resources are still unavailable.","雖然地球上一片混亂，但我們的贊助者並未忘了我們。他們說目前對外的公關不是最重要的事，而我們可以再次申請貨運火箭了。然而因為地球上的資源仍非常缺乏，我們仍無法取得。

<effect>地球上的火箭除了資源外，可以再度申請了。"
8191,I have mixed feelings about this.,對此我五味雜陳
8545,"Supply rockets are available once more, but not for resources.",貨運火箭再次可用，但資源仍無法申請。
8192,The Last War: Feeding the Hand That Feeds,終戰：感恩圖報
8193,"It may seem that Earth has been engulfed with slowly spreading madness, but there are those who haven’t lost their minds to the war craze, and are actively working to restore peace. ",看起來地球似乎正慢慢被瘋狂所吞噬，但仍有少部分頭腦清醒的人致力於恢復和平。
8194,"As major mining operations on Earth are easy targets for today’s weapons, <reg_param1> believes that a supply of Rare Metals from Mars will greatly help their peacekeeping efforts.

<effect>You can now send Rare Metals to Earth to decrease War Tension, instead of receiving Funding. Rockets for the shipments will arrive regularly.","由於地球上主要的採礦設施常被作為攻擊對象，<reg_param1>相信從火星提供稀有金屬的補給將可以很大程度的幫助維持和平。

<effect>你可以將""稀有金屬""送回地球，而非收取資金以降低緊張情勢。 貨運火箭將定期抵達。"
8195,Audit all our reserves and prepare for sending out supply missions to Earth!,檢查完我們準備送回地球的補給計畫後就出發吧！
8196,Trade rockets for Rare Metals will arrive periodically to reduce War Tension.,稀有金屬貿易火箭將定期抵達並減少緊張情勢。
8197,The Last War: Earth Attacks!!!,終戰：地球開火
8198,Our support for our sponsors has brought attention to us once more and now retaliation is imminent!,贊助者給予我們的援助使我們被盯上報復了！
8199,"Several objects that were in unspecified orbits around the Sun and not far from Mars have suddenly changed trajectory and are heading our way. All gathered observations point towards old dormant weapons from the time before the space weapon bans came into power.

<effect>Our colony is being bombarded!
<hint>MDS Lasers can protect the surrounding area from bombardment","在太陽周圍有數個離火星不遠的無特定軌道物體，突然間改變方向朝我們前來。所有觀察到的報告都指出，這些應該是早在太空武器禁令前建造的古老武器。

<effect>我們的殖民地被轟炸了！
<hint>MDS雷射能夠保護他的周遭不被轟炸"""
8200,Prepare for bombardment!,轟炸準備!
8201,The Last War: Embracing the Void,終戰：擁抱虛無
8202,"From out here, Earth is indeed a pale blue dot. It seems so peaceful and tranquil, yet the harrowing stories of those who have witnessed the recent events there point to a reality which is anything but.",從這裡遙望，地球是顆淡藍色的圓點。 她看起來如此的平靜祥和，但那些親眼目睹了最近所發生的一連串事件的人，卻知道地球並非所想如此。
8203,"Millions of people want to flee Earth for the - what now looks like - relative safety of Mars. It is impossible to help them all, but we might endure the extra strain and save some more souls from the war and bring hope to all those we can’t.

<effect>Even more refugees want to join the Colony. Accepting them will decrease the War Tension, but could the colony support this additional population?","地球上數百萬計的人們想逃到 – 火星上 – 至少相對起來安全多了。儘管我們無法拯救全部的人，我們仍要盡量救多少是多少，給予這些身處黑暗中的人們一盞希望之燈。

<effect>更多的難民希望加入殖民地。 接納他們將會降低緊張情勢，但殖民地承受的了這些人口嗎？"
8204,Help as many as we can - then help more!,盡可能地伸出援手 – 越多越好！
8205,More refugees arrive on Mars.,更多難民抵達火星
8206,The Last War: Noah’s Ark,終戰：諾亞方舟
8207,We have been informed that even more refugees are being sent our way.,我們收到有更多難民在前往這裡路上的通知。
8208,"One would argue this is an extreme and unpractical plan, not to mention the extra weight risks dooming the entire Mars project altogether. 

However, there are those who believe this is an effort to save as many people as possible from what some predict to be a war that ends humanity on Earth. 

<effect>Even more refugees want to come to Mars.","有一方意見認為這個計畫非常危險且欠缺考慮，額外增加的重量很可能使火箭發射失敗。 

然而，另一方意見認為這場地球的戰爭很可能使人類滅絕，我們應該盡可能的救越多的人越好。

<effect>更多的難民希望前來火星。"
8209,Our resilience is being tested.,我們的忍受力正被考驗著
8181,Refugees fleeing from the conflicts on Earth want to join our colony.,從地球上逃出的難民希望加入你的殖民地。
8210,Even more refugees come to Mars.,更多的難民希望加入火星
8211,The Last War: The Grand Push,終戰：巨大推手
8212,"There seems to be little time to stop the war from reaching a point of no return, yet time is all we have.",距離阻止戰爭一發不可收拾已沒多少時間了，但我們別無選擇。
8213,"After doing their best to avoid the war from happening, and ultimately failing to do so, <reg_param1> are now determined to see it through.

A final desperate push to complete several separate projects is underway. The projects aim at dramatically shifting the projected direction of the war and bringing everybody to the table to discuss ending it once and for all.

As the war has ravaged most of Earth's resource infrastructure, <reg_param1> is asking we contribute resources they are short on and urge haste, certain they do not need to explain why.

<effect>Supply the requested resources to decrease War Tension significantly. Be careful - the conflict on Earth is escalating and we have a limited time frame to resolve it.","在他們盡力阻止發生戰爭仍失敗後，<reg_param1> 仍決定要完成計畫。

有好幾項不同的計劃正在做最後的努力。 而這些計畫的目標是大幅度改變戰爭的走向，並讓所有人上談判桌好好結束這一切。

由於戰爭破壞了大部分地球上生產資源的基礎設施，<reg_param1>相信不需要解釋為什麼急著要我們提供急需的資源。

<effect>供應所需的資源以大幅降低緊張情勢。請小心 – 地球上的衝突正在升高，而我們沒多少時間可以阻止它們。"
8214,The future of Earth is pretty much in our hands now.,現在地球的未來掌握在我們手中了
8215,The Last War: Time Passes,終戰：逝去的時光
8216,"Tackling the everyday challenges of Mars is a handful on its own, but we mustn't forget that our home world is currently on the brink of annihilation. ",火星上每天要應付的挑戰多不勝數，但別忘了我們的家園正瀕臨崩壞邊緣。
8217,"The narrow window of time we have to act will soon close and the fate of Earth, with which our own fate is very much intertwined with, will be out of our hands.

We must send the requested supplies to Earth as soon as possible! If we do not act with all haste, there may be no living soul left to receive them very soon.","我們能夠採取行動的時間就快沒了，而與地球交織而成的命運將一發不可收拾。

我們必須盡快將地球所需的資源送回！ 若我們趕不上，就算送達也可能沒人活著了。"
8218,Time is of the essence.,關鍵時刻
8219,War Tension: <reg_param1>%,緊張情勢： <reg_param1>%
8220,The Last War: Doomsday Clock,終戰：末日鐘響
8221,Tensions are rising at a rate faster than even the most pessimistic predictions.,緊張情勢上升的速度比原本預估最糟的狀況還快
8222,"The UN has adopted the Doomsday Clock that the Bulletin of Atomic Scientists has used since the end of World War Two - to highlight how close humanity is to self-extinction. It is now set at Two Minutes to Midnight, a level at which it hasn’t been at since the early 21st century.",聯合國採用了自從第二次世界大戰後，原子科學家所使用的末日警鐘 – 它能夠提醒距離人類毀滅還有多久。 而它現在設定在距離世界毀滅前的兩分鐘， 而這是21世紀以來從未見過的嚴重程度。
8223,Things are spiraling out of control.,事情一發不可收拾
8224,The Last War: Boiling Point,終戰：臨界點
8225,We are officially One Minute to Midnight and most observers are bracing for a prolonged global war which now seems unavoidable.,距離末日只差一步，而大部分觀察者正為了無法避免的長期全球戰爭做準備。
8226,At this point hoping that no one resorts to weapons of mass destruction classifies you as an optimist.,都到這一步了，仍希望沒人使用大規模殺傷武器的你真是太天真了。
8227,How did we get here?,怎麼會這樣？
8228,The Last War: Dire Situation,終戰：緊急情況
8229,The end of human civilization on Earth has never been closer.,地球上的人類文明從未距離毀滅這麼近過。
8230,"We are 80% on track and are still going at full speed on this downhill race towards Armageddon. Right now it seems we might be Earth's only hope. 

We must step up our game and help our sponsor bring things to a conclusion in which the Earth is not scorched by a thousand nuclear detonations.

Make no mistake - although we live our lives on a different world, our fate is very closely tied to that of our mother planet.","發生世界末日的預估進度已經80%，而且進度還在加快。 看來我們是地球唯一的希望了。 

我們必須加緊腳步，把握每一分一秒，拿出最好的表現以幫助我們的贊助者脫離末日 – 地球遭受上千顆核武攻擊。

不要誤會 – 雖然我們住在距離地球遙遠之地，但我們的命運仍與家園密不可分。"
8231,Could this really be the end?,真的結束了嗎？
8232,The Last War: The Day After Tomorrow,終戰：明天過後
8233,"Silence… After a brief increase in brightness, everything has fallen silent.",寂靜…在一道亮光之後，萬物回歸了寂靜。
8234,"We are scrambling to re-establish communications with Earth, but for the first time no one seems to be listening. Deep down, everyone knows that the unfathomable has happened. 

There is denial, there is depression, yet we all know… for the nature of the luminosity spike can be one thing and one thing only: utter nuclear devastation spread all over the globe.

We will keep on listening, maybe someday someone will talk back.

<effect>Earth was devastated by the war. Export, Resupply, Research Outsourcing and Applicants have been disabled indefinitely.","每個人都爭先恐後的嘗試與地球重新建立聯繫，這卻是第一次無人回應。深沉的寂靜，每個人內心都清楚到底怎麼了。

沒人願意承認，也沒人相信這一切，但我們都知道…地球上唯一會出現這直衝天際的光芒會是什麼：蔓延全球的核爆。

我們仍會繼續監聽通訊，也許有一天仍會有人回應。

<effect>地球已被戰火摧毀。出口、補給、研發外包以及招募活動永久停用。"
8235,We are truly alone now.,這下我們是真的得靠自己了。
8546,Earth is devastated by the war. Contact with our home planet is lost.,地球已被戰火摧毀。失去與家園的聯繫。
8236,The Last War: New World Order,終戰：新世界的秩序
8237,Today we received the call we've been hoping for!,今天我們收到了期盼已久的消息！
8238,"There are humans left on Earth and they are reemerging to form a new society.

They inform us that things are very different now and Earth will never be the same again. Things are much more difficult; the environment is harsher and sunlight is scarcer; there is little resource to go around and most technological advancements have been lost to nuclear fire.

But they see this as a means of a new clean beginning and have expressed their desire to cooperate with us, this time as true equals.

<effect>Contact with Earth has been re-established. Rockets are available once again.","地球上倖存的人類逐漸集合在一起並組成了新的社會。

他們通知我們地球已全然改變，再也回不去了。整個環境變得非常惡劣，陽光變得非常難見；各種資源變得更加稀少，更別提大部分的科技技術都已被核子武器摧毀殆盡。

但他們認為這正是重新開始的契機，並表達了希望再次與我們平等合作的意願。

<effect>與地球的聯繫已恢復。 火箭已再次可用。"
8239,A new chapter for all of humanity begins.,人類的歷史開啟了新的篇章。
8547,A new society emerged from the ruins on Earth.,地球上從廢墟裡重生了一個全新的社會文明。
8240,Only united can we hope to conquer the void. (constrain War Tension increase to <ChoiceA_Tension>%),我們唯有團結一致才能免於毀滅。 (緊張情勢上限提高至<ChoiceA_Tension>%)
8241,Earth won't change. (<ChoiceB_Applicants> new applicants; War Tension will increase by <ChoiceB_Tension>%),地球不會改變的。 (<ChoiceB_Applicants> 新的應徵者；緊張情勢上升至<ChoiceB_Tension>%)
8242,The Last War: Local Wars in the Third World,終戰：第三世界當地的戰爭
8243,The ripples made by the attacks on Earth have toppled governments and paved the way for opportunists to ride a wave of populist fury.,地球上因各處襲擊造成了政府的顛覆。而這也讓那些機會主義者趁機煽動民粹的怒火。
8244,"Border skirmishes are slowly spilling into full scale invasions and the major powers are so far failing to instate a cease fire. The relative peace Earth has been enjoying for the past century now seems to have been a fragile facade, beneath which grudges and ambitions have been festering in wait for the right moment. 

The organization responsible has all but vanished after accomplishing more that it could have possibly hoped for. 

We, on the other hand, as a symbol of what humanity can achieve when working together and not by fighting between ourselves, are in an unique position to make a statement which may be of actual merit to the situation.","邊境上的衝突正逐漸演變成全面性的侵略，而大國間迄今仍無停火共識。過去一個世紀以來，地球享受了非常久的和平，但這和平脆弱的表面底下，仇恨及野心潛伏已久，靜待著時機到來。

但是，當時負責的組織雖帶著人們期待之姿出現，卻在還未達成預期的目標前，便突然間消失了。

另一方面，我們，是人類拋棄成見攜手共進的象徵，能證明萬眾一心便可成就偉業。"
8284,Wildfire: Infection!,野火感染!
8285,We have received a disturbing medical report. A number of colonists have contracted an unknown disease.,
8286,"The medical examination shows they all suffer from a form of hypercoagulation. Anti-coagulation medicines have been issued but the symptoms remain. Primary analysis of the patients’ blood samples hasn't found the cause behind the symptoms, but the level of damage to the erythrocytes leads to the workings of a virus-sized or smaller agent. We’re currently running a thorough check on the patients’ background information and behavior to find the source of the infection.

<effect>Several Colonists have gained the Infected trait.",
8287,I’ll inform Earth Control to enact decontamination protocols on any cargo we send.,
8288,Some Colonists have contracted a mysterious infection. It's spreading rapidly across the colony.,
8289,Wildfire: Quenching the Flames,
8290,So far the bizarre nature of the infection has defeated all of our attempts to stop it. Yet time is growing short as more and more people are getting sick.,
8291,"The challenge would be monumental as our researchers lack any epidemiological data on which to step up. The medical records we’ve gathered point out the symptoms, but the chemical structure of the agent is so alien that it cannot be compared to anything known to science. To make things worse, the nano-scale of the agent makes analysis even harder. Only by diverting enough resources to the task we can hope to make any breakthrough.

<effect>The <em>Wildfire Cure</em> research has become available.
<hint>Each newly constructed Medical Building will grant a 5% Tech Boost to the Wildfire Cure research (maximum 50%).",
8292,"Finally, a glimmer of hope!",
8475,Our scientists have devised a complex plan to discover the cure for the Wildfire infection. It would be a monumental effort but we must prioritize the research to be able to find a solution to the growing crisis.,
8550,Constructing new Medical buildings which gather data about the infection could speed up the progress towards discovering the Wildfire Cure.,
8293,Wildfire: The Cure,野火：治療劑
8294,Tremendous news! The cure for the Wildfire disease has been discovered!,天大的消息！治療野火的藥劑已經被研發出來了！
8295,"A genetically modified strain of the Martian Wildfire interfaces with the RNA of the virus and effectively stops it from coagulating the blood plasma of the host. The intake of only a small amount of the cure is enough to halt the development of the disease, even though it wouldn't repair the tissue damage suffered so far.

The scientists experimented with multiple growth mediums and discovered that the most effective way to proliferate the medicine is by introducing it in mold cells growing on potatoes. This is great news because we can provide enough biomass for the modified mold to grow and if we do it quickly, we can still stand a chance to end the suffering on Earth.

<effect>The Curetato Crop has become available. Harvesting it will produce Cure for the Wildfire infection, which in turn has to be exported to Earth to end the crisis.

<effect> Colonists with the Infected trait will be cured permanently after their first visit in a Medical Building.",
8296,Start the process immediately. Time is of the essence!,
8476,"The Cure for Wildfire has been discovered! Conveniently spliced in modified mold cells, the cure can be grown on plant biomass. We have to produce it en masse!",
5614,Anomaly Analyzed,觀察點分析完畢
8297,The faint distress signal led us to the burial site of a small satellite. It had fallen deep under the red sands and could have been there for an eternity.,
8298,"It’s strange that we couldn't find any information for the flight in the international records. No black box nor signatures can be seen except for a discolored logo, ‘Scoop XI’. Upon opening the hull we found all of the internal systems corroded away by time, with only a small capsule remaining. The biohazard sign on it only served to stir our curiosity, but a closer examination discovered that it has been breached. We assume that the biological material inside has been destroyed. We have ordered the Rover to store the salvage for further analysis.",
8299,A curious find. Let’s hope the future will bring more answers than questions on that matter.,
8300,Wildfire: Contamination!,
8301,We've just lost one of our scientific facilities in a disturbing set of events. We’re still investigating the cause of the disaster but there are clues which lead to unsettling conclusions.,
8302,"The security log shows that everything started with a malfunction in the storage unit where the analysis samples were stored. After that the internal systems of the laboratory began to rapidly fail one after another. Suspiciously, the damaged systems were all made of plastic and organic polymers, all corroded away within mere seconds.

Our operatives are puzzled with the cause of the chain reaction but the Chief Engineer has pointed out a fact which eluded our attention until now – the remains of the Scoop XI satellite were held in the storage unit of this facility. We didn't take any chances and ordered an emergency decontamination of the building. Let’s hope that whatever was in there has been destroyed.

<effect>A Laboratory has mysteriously malfunctioned.",
8303,Monitor the colony and report any related cases.,
8304,Wildfire: Mars Aflame,
8305,We have to face it – we cannot stop the infection. No matter what we do it keeps spreading across the colony like a wildfire. Hence the name we've given it.,
8306,"All attempts to isolate the sources have failed. We can assume that the virus is traveling all across our life support and maintenance circuits. The only way to stop it is to turn off all systems, but this would be a death sentence for the colonists. We've ran out of options.",
8307,"Don't despair, we will find a solution!",
8477,The infection is spreading at alarming rate through the colony. The scientists have named it Wildfire after its virulence and infection pattern.,
8309,The worst has happened – Wildfire has infected Earth. It was on board a rocket which returned to Earth and somehow it breached through all decontamination measures.,
8310,"The infected personnel at the landing site deteriorated within hours of contracting the infection and the medics couldn't help them. This doesn't match our medical records as Wildfire takes much more time to develop here, on Mars. We suspect a form of rapid mutation due to the changes in the environment.

The rocket landing site has been placed under quarantine and the authorities have been informed. We can only pray that they manage to prevent the infection from spreading any further.

<effect>Infection Level on Earth has been set to the Contained level. If it reaches the Extinction level, the human population on Earth will be obliterated. Discover the Wildfire Cure and supply it to Earth to prevent this!",
8478,One of our rockets has spread the Wildfire infection on Earth. It's spreading rapidly - we have to discover the Cure before the human population on Earth is obliterated!,
8308,Wildfire: Countdown to Extinction,
8312,The worst has happened – Wildfire has infected Earth. We suspect this was caused by a recent meteor impact on Mars which lifted debris and showered them on the Blue Planet.,
8313,"Several small settlements in different regions have been infected. The authorities report that the victims have deteriorated within mere hours, something which doesn't match our medical records. On Mars it takes Sols for the Wildfire to kill its host. We suspect some form of rapid mutation due to the changes in the environment.

The infected areas have been placed under quarantine and we can only pray that the authorities manage to prevent the disease from spreading any further.

<effect>Infection Level on Earth has been set to the Contained level. If it reaches the Extinction level, the human population on Earth will be obliterated. Discover the Wildfire Cure and supply it to Earth to prevent this!",
8311,Cosmos help us all!,
8479,Martian meteors have spread the Wildfire infection on Earth! We must discover the Cure before the entire human population on Earth is obliterated!,
8314,Contained,
8315,Endemic,
8316,Epidemic,
8317,Pandemic,
8318,Doomsday,
8319,Wildfire: Infection Level - Endemic,
8320,"The Wildfire virus is spreading on Earth at an alarming rate, threatening entire populations all over the globe. The grim prediction is that soon the entire population of the planet will be affected.",
8321,"Scientists on Earth are desperately trying to discover a solution, but so far in vain. The virulence of the local strain is so high that sampling and transporting infected material is a death sentence. The nanoscopic size of the agent makes containment equally hard - biological filters fail to stop it effectively, threatening the safety of any laboratory which attempts to study it. The only solution is to analyze the original strain - the one we have on Mars - in order to find the cure. Time is running short!

Meanwhile, Third World countries are in a state of panic as the Wildfire strikes the poorest communities. Waves of refugees flee the affected regions and many resource operations are simply abandoned by the scared personnel. The market feels the hunger for raw resources and multiple demands have been filed for imports from Mars.

<effect>Infection Level has reached the Endemic state. Export prices have increased for the next <text_param1> Sols as the First World economies feel the hunger for resources.",
8634,15,
8322,Grave news... We have to hurry!,
8480,The Wildfire infection is spreading uncontrollably on Earth. The Third World countries are hit harder due to their lack of resources to fight the disease effectively.,
8323,Wildfire: Infection Level - Epidemic,
8324,Wildfire has hit the Third World hard. Panic and desperation has spread across the population as waves of refugees flee the endemic zones.,
8325,"The crisis can be felt across the developing countries and the First World as well. The chaos in the poorest countries resonates across the globe as the raw materials markets are plummeting. Entire resource operations in the Third World countries are abandoned as the workers flee the areas hit by the virus. People in the rich countries vocally support actions to relieve the struggling regions of the Earth and many companies divert resources for charity. Probably there’s still hope for humanity when so many of us refuse to ignore the tragedy of complete strangers.

<effect>Infection Level has reached the Epidemic state. Applicant pool is depleted for the next <text_param1> Sols due to quarantine measures.",
8635,20,
8326,We have to hurry!,
8481,The Wildfire has infected the developed countries as well. Panic and desperation are spreading through the population!,
8327,Wildfire: Infection Level - Pandemic,
8328,A wave of despair sweeps across the globe as people witness the futility of all measures against Wildfire. Everyone feels that our time on Earth is running short.,
8329,"The tragedy in the Third World has struck some of the richer countries as well, as the Wildfire infection has spread across their populations. People stay inside, fearing for their lives. Refugee camps are filling to the brim as entire areas of the world have been depopulated. Despair has brought the worse in some of us and looters raid the stores in the cities while the police and the army are trying to quell the violent riots. The economies of the First World are failing due to the growing crisis and our Sponsor wasn't spared as well. I'm afraid we’re running out of time...

<effect>Infection Level has reached the Pandemic state. Next level - Extinction! All resupply costs are increased for the next <text_param1> Sols due to supply shortages.",
8636,20,
8482,The Wildfire has nearly destroyed the human civilization. Scattered pockets of survivors are still dwindling in remote areas of the world.,野火幾乎摧毀了整個人類文明。在世界上偏遠地區所僅存的倖存者仍持續減少中。
8551,Earth's population has been obliterated by the Wildfire infection. No traces of any human activity can be detected. We could be the only humans left out there...,地球上的人口已被野火消滅殆盡。已偵測不到任何人類活動的訊號。我們是唯一逃離那裡的人。
8331,Wildfire: Extinction Epilogue,野火：滅絕終章
8332,Our sensors detect no signs of human activity on the surface of Earth. We must admit that the battle with the Wildfire infection is lost. Night falls over humankind.,我們的探測器並未在地球上偵測到任何人類活動的訊號。我們必須承認與野火的戰鬥以失敗告終。黑暗降臨。
8333,"Earth has become an uninhabited mausoleum of our past greatness - the barren, lifeless husks of the once overcrowded megalopolises, the abandoned derelicts of our once great industrial might, the meadows where no children would ever play. The shroud of silence has covered the surface of the Earth and only the wind chimes through the ruins of our past, whispering stories no one is there to listen.

Is this the end? Is the Wildfire infection over, dead in its rampant destruction alongside its human hosts? Or would it mutate further, consuming all life on Earth? Only the children of our children will be able to answer these questions, watching from afar.

<effect>Earth population is devastated by the Wildfire infection! Export, Resupply, Research Outsourcing and Applicants have been disabled indefinitely.",
8334,"A dark day, but do not lose hope - while we stand, humanity is alive!",黑暗的一天，但我們仍保有希望 – 只要我們堅持下去，人類仍有希望！
8335,Wildfire: Dawn of Earth,野火：黎明曙光
8336,We've received a radio transmission! From Earth! We thought we were the last humans and now this! Amazing news!,我們收到了無線電訊息！從地球來的！我想我們是僅存的人類了！太棒了！
8337,"The survivors of the Wildfire gathered in remote places of the planet and inside protected facilities and began to re-emerge into the world when the signs of the infection began to vanish. They are unsure what happened with the disease, and so are we, but they claim that it appears gone. Earth is welcoming to humans once more!

The survivors have just began restarting abandoned factory complexes and power plants to fuel the industry needed to rebuild the civilization from the ruins. People move into the cities and repopulate the farming areas. The economy is starting to build up momentum – and they want us to become part of the exchange once more!

The survivors have their spirits high, but still the fear of the Wildfire lies in all of them – what if it comes back? This is the reason why they’ve requested us to send them as much of the Wildfire Cure as we can.

<effect>Communications with Earth have been re-established. Resupply, Research Outsourcing and Applicants are available once more. Export prices are reduced for the next <text_param1> Sols while the economy is recovering.

<effect>Cargo Rockets will be sent from Earth to be loaded with Wildfire Cure. When they reach Earth you will be granted <funding(reg_param2)> Funding.","野火疾病的倖存者們皆聚集在地球上偏遠的地區或是受保護的設施內，當感染的跡象消失後，他們湧入原本的世界。包括我們沒人知道疾病是如何消失的，但他們聲稱疾病已經。地球再度適宜人居了！

倖存者們重啟了被廢棄的工廠中心以及發電廠，以供給重建文明所需的燃料。人們紛紛搬回城市裡並重新耕種食物。經濟開始復甦 – 他們希望與我們恢復交易夥伴！

雖然倖存者們無一不興高采烈普天同慶這個時刻，但他們仍擔心野火是不是潛伏在他們體內 – 萬一又復發了呢？所以他們仍要求我們盡可能的將手上擁有的野火治療劑送回。

<effect>與地球的通訊已恢復。補給、研究外包以及應徵者再次可用。出口價格因經濟剛復甦將於接下來的<text_param1> 太陽日降低。

<effect>貨運火箭將從地球發射前來載運野火治療劑。當治療劑運抵地球後擬將獲得<funding(reg_param2)>資金。"
5977,10,
8338,Rejoice!,
8339,Wildfire: Wings of Salvation,
8340,A cargo rocket is on its way to gather the Wildfire cure. People on Earth depend on our efforts to create a steady supply chain for the cure.,
8341,"The amount of Wildfire Cure we have to return to Earth depends on the severity of the situation there. If the situation demands it, we should expect potential future requests for the cure.

<effect>Load Cargo Rockets with the Cure and Fuel and send them back to Earth until the Wildfire infection is completely eradicated.",
8342,Roger that.,收到。
8484,The authorities on Earth have sent a Cargo Rocket to gather Wildfire Cure and return it to the struggling population on our homeworld.,地球當局已派遣貨運火箭前來取得野火治療劑，以送回我們的家鄉治療那些受苦的人們。
8343,Refuel and load with Wildfire Cure to relief Earth from the Infection.,補充燃料並裝載野火治療劑以將地球從感染中復原。
8344,Epilogue: Wildfire Eradicated!,
8345,Authorities all over the Earth report that no cases of the Wildfire infection have been detected. Earth is freed from the yoke of the worst pandemic in history.,全球當局的報告都顯示已沒有再偵測到野火感染的跡象。地球已從歷史上最嚴重的流行疾病中痊癒了。
8346,"People all around the world celebrate, but the consequences of the Wildfire crisis remain. We have decades – maybe even centuries before us – to cope with the damages caused, with the fear and desperation which reverberate inside all of us. But we remain optimistic that, given time, people will return to their everyday lives.

The Wildfire crisis has shown us how fragile we are, how the ivory towers we’ve built could crumble in mere days. Maybe it’s the perfect moment to step back and reconsider the way we lived our lives. To rebuild our civilization, but build it better than before.

The Wildfire Cure remains our hot lead towards the way the disease worked. By studying it we will be able to delve in the mystery of its structure and origin, preparing for worse days ahead.

<effect>The infection on Earth has been eradicated! All Infection Level effects have been removed.

<effect>Cargo Rockets will be sent from Earth to load Wildfire Cure. Upon return, each rocket will grant you <funding(reg_param2)> Funding. 

<effect>Gained a new Technology, <em><reg_param1></em>.",
8347,We did it!,我們成功了 ！
8552,The Wildfire infection has been eradicated on Earth! People all over the globe rejoice and praise your adequate actions!,
8349,Refuel and load with Wildfire Cure to sell to Earth and gain Funding.,
1115,Cargo Rocket,貨運火箭
8350,<funding(reg_param1)>,
8351,Wildfire: Safe Space,
8353,Our brave colonists waited for their brethren on Earth to be cured before they have received relief from the burden of the disease. The colonists would surely be happy to hear that the threat is eliminated – it will raise their spirits high!,
8354,It’s a day for celebration!,
8355,Wildfire: Safer Together,
8352,Today marks the moment when our colony is free from the threat of the Wildfire infection!,
8356,"Our efficient medical program has managed to cure all cases of the Wildfire infection. Mars has become a much safer place. We informed Earth and after a careful selection and medical checks they are ready to launch an emergency flight with healthy survivors aboard.

These are ordinary people who survived the Wildfire crisis somehow and managed to get to safety. None of them has passed the initial training required for arriving on Mars so we expect them to have a hard time acclimating to the life in the colony. But at least they would be safe from harm with us.

<effect>A rocket with <text_param1> Refugees aboard is inbound to Mars.",
5845,50,
8357,We’ll make sure these poor souls get the best reception.,
8486,Now that Mars has become a safe haven from the Wildfire infection the authorities on Earth have sent a rocket with non-infected refugees to be sheltered in your colony.,
8358,Refugees on board are fleeing the infected Earth.,
8123,Refugee Rocket,
8359,Beyond Earth: Vision of the Future,
8360,"“No, aliens did not build the pyramids – human beings built the pyramids because we are clever and hard workers.",
8361,"And in this day and age, when we value the strength of a civilization not by its ability to wage war - but by its ability to prevent it, our hard work and cleverness have only one place left to take us – up.

Up towards the stars - above our superficial segregations and competing with ourselves. Up towards a united humanity spread out on many worlds… possibly even stars.  

I am more than certain that the last several thousand years of our history are but the bumpy road towards a version of humanity where there is no hunger, no war, no needless suffering and where the future holds nothing but opportunity and wonder.  And I also believe we are quite close to the end of this turbulent road. I make it my mission to help take us through this last stretch and today I announce my plan in investing the vast majority of my considerable fortune to this endeavor. “

Rede Goddenberry, one of the wealthiest and most powerful people on Earth, addresses the UN General Assembly ",
8362,Inspiring!,
8363,Rede Goddenberry gives out a speech at the UN.,
8364,Beyond Earth: A Deluded Old Billionaire,
8365,Greetings from Earth! I’ve wanted an audience with the founders of the first human settlement away from our dear blue planet for ages now.,
8366,"You see, in you I find kindred souls, souls who do not view my speech at the UN as the ramblings of a deluded old billionaire. I’m certain my vision resonates with all of you up there; after all - you are a part of it.

My Beyond Earth initiative is pushing several separate projects simultaneously - all aimed at bringing prosperity and peace to a human race spread across the Solar System.

One of the projects in question is currently in a ditch - the planning of a Moon base to mine Hydrogen 3, called Aldrin Base. I’m certain I don’t need to tell you what an abundance of the material would mean energy-wise. I’d kindly implore you, if your situation permits it of course, to contribute some research capacity and quite frankly know-how to the Beyond Earth initiative.

<effect>Beyond Earth Initiative tech unlocked. Research the tech to help the Aldrin Base project.",
8367,Let's plan this.,
8368,Rede Goddenberry contacts the Mars colony with direct request for research contribution towards his Beyond Earth initiative.,
8369,Beyond Earth: Trade Rockets,
8370,The Beyond Earth initiative needs your help! And not with know-how this time around.,
8371,"Currently we are falling behind schedule at our Rubicon Station front - a deep-space shipyard tasked with expanding our space-faring capabilities - and would kindly request you to contribute Metals towards bringing the construction back on track.

We ran the numbers and have come to the conclusion that using Mars for firing raw materials towards our separate projects could prove far more effective than doing this from Earth and will speed up the whole process of bringing the project to fruition. 

A rocket to pick up the resources has been sent towards Mars. Every now and then more such rockets will arrive. If you have the materials to spare, please do!

<effect>A rocket requesting supplies for the Rubicon Station megaproject is headed towards Mars.",
8372,See what resources we can spare.,
8373,Rede Goddenberry requests the export of materials for the construction a farm hub on Ganymede.,
